#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.859348E-04   0.183210E+06   0.183209E+06   0.244230E+06   0.244223E+06   0.000000E+00   0.183210E+06   0.183210E+06   0.192349E+06  -0.605279E+00   0.182380E+06   0.182380E+06   0.382288E+01
   0.876708E-04   0.183210E+06   0.183209E+06   0.244228E+06   0.244220E+06   0.000000E+00   0.183210E+06   0.183210E+06   0.192349E+06  -0.605279E+00   0.182380E+06   0.182380E+06   0.390010E+01
   0.894418E-04   0.183210E+06   0.183209E+06   0.244226E+06   0.244218E+06   0.000000E+00   0.183210E+06   0.183210E+06   0.192348E+06  -0.605278E+00   0.182380E+06   0.182380E+06   0.397888E+01
   0.912487E-04   0.183210E+06   0.183209E+06   0.244224E+06   0.244215E+06   0.000000E+00   0.183209E+06   0.183209E+06   0.192348E+06  -0.605277E+00   0.182380E+06   0.182379E+06   0.405926E+01
   0.930921E-04   0.183209E+06   0.183209E+06   0.244221E+06   0.244212E+06   0.000000E+00   0.183209E+06   0.183209E+06   0.192348E+06  -0.605277E+00   0.182379E+06   0.182379E+06   0.414126E+01
   0.949726E-04   0.183209E+06   0.183209E+06   0.244219E+06   0.244210E+06   0.000000E+00   0.183209E+06   0.183209E+06   0.192348E+06  -0.605276E+00   0.182379E+06   0.182379E+06   0.422491E+01
   0.968912E-04   0.183209E+06   0.183209E+06   0.244216E+06   0.244207E+06   0.000000E+00   0.183209E+06   0.183209E+06   0.192348E+06  -0.605275E+00   0.182379E+06   0.182379E+06   0.431026E+01
   0.988485E-04   0.183209E+06   0.183208E+06   0.244213E+06   0.244203E+06   0.000000E+00   0.183209E+06   0.183209E+06   0.192347E+06  -0.605274E+00   0.182379E+06   0.182379E+06   0.439733E+01
   0.100845E-03   0.183209E+06   0.183208E+06   0.244211E+06   0.244200E+06   0.000000E+00   0.183209E+06   0.183209E+06   0.192347E+06  -0.605274E+00   0.182379E+06   0.182379E+06   0.448616E+01
   0.102883E-03   0.183209E+06   0.183208E+06   0.244208E+06   0.244197E+06   0.000000E+00   0.183209E+06   0.183209E+06   0.192347E+06  -0.605273E+00   0.182379E+06   0.182379E+06   0.457678E+01
   0.104961E-03   0.183209E+06   0.183208E+06   0.244204E+06   0.244193E+06   0.000000E+00   0.183208E+06   0.183208E+06   0.192346E+06  -0.605272E+00   0.182379E+06   0.182378E+06   0.466923E+01
   0.107081E-03   0.183208E+06   0.183208E+06   0.244201E+06   0.244190E+06   0.000000E+00   0.183208E+06   0.183208E+06   0.192346E+06  -0.605271E+00   0.182378E+06   0.182378E+06   0.476355E+01
   0.109245E-03   0.183208E+06   0.183207E+06   0.244198E+06   0.244186E+06   0.000000E+00   0.183208E+06   0.183208E+06   0.192346E+06  -0.605270E+00   0.182378E+06   0.182378E+06   0.485977E+01
   0.111451E-03   0.183208E+06   0.183207E+06   0.244194E+06   0.244182E+06   0.000000E+00   0.183208E+06   0.183208E+06   0.192346E+06  -0.605269E+00   0.182378E+06   0.182378E+06   0.495794E+01
   0.113703E-03   0.183208E+06   0.183207E+06   0.244191E+06   0.244178E+06   0.000000E+00   0.183208E+06   0.183208E+06   0.192345E+06  -0.605268E+00   0.182378E+06   0.182378E+06   0.505809E+01
   0.116000E-03   0.183208E+06   0.183207E+06   0.244187E+06   0.244173E+06   0.000000E+00   0.183208E+06   0.183208E+06   0.192345E+06  -0.605266E+00   0.182378E+06   0.182377E+06   0.516026E+01
   0.118343E-03   0.183208E+06   0.183207E+06   0.244183E+06   0.244169E+06   0.000000E+00   0.183207E+06   0.183207E+06   0.192344E+06  -0.605265E+00   0.182378E+06   0.182377E+06   0.526450E+01
   0.120734E-03   0.183207E+06   0.183206E+06   0.244179E+06   0.244164E+06   0.000000E+00   0.183207E+06   0.183207E+06   0.192344E+06  -0.605264E+00   0.182377E+06   0.182377E+06   0.537084E+01
   0.123173E-03   0.183207E+06   0.183206E+06   0.244175E+06   0.244159E+06   0.000000E+00   0.183207E+06   0.183207E+06   0.192344E+06  -0.605263E+00   0.182377E+06   0.182377E+06   0.547933E+01
   0.125661E-03   0.183207E+06   0.183206E+06   0.244170E+06   0.244154E+06   0.000000E+00   0.183207E+06   0.183207E+06   0.192343E+06  -0.605262E+00   0.182377E+06   0.182377E+06   0.559002E+01
   0.128200E-03   0.183207E+06   0.183206E+06   0.244166E+06   0.244149E+06   0.000000E+00   0.183206E+06   0.183206E+06   0.192343E+06  -0.605260E+00   0.182377E+06   0.182376E+06   0.570293E+01
   0.130789E-03   0.183206E+06   0.183205E+06   0.244161E+06   0.244143E+06   0.000000E+00   0.183206E+06   0.183206E+06   0.192342E+06  -0.605259E+00   0.182376E+06   0.182376E+06   0.581813E+01
   0.133432E-03   0.183206E+06   0.183205E+06   0.244156E+06   0.244138E+06   0.000000E+00   0.183206E+06   0.183206E+06   0.192342E+06  -0.605257E+00   0.182376E+06   0.182376E+06   0.593565E+01
   0.136127E-03   0.183206E+06   0.183205E+06   0.244151E+06   0.244132E+06   0.000000E+00   0.183206E+06   0.183206E+06   0.192342E+06  -0.605256E+00   0.182376E+06   0.182376E+06   0.605555E+01
   0.138877E-03   0.183206E+06   0.183204E+06   0.244145E+06   0.244125E+06   0.000000E+00   0.183205E+06   0.183205E+06   0.192341E+06  -0.605254E+00   0.182376E+06   0.182375E+06   0.617787E+01
